,kiwerUsername,clientId,restaurantId,restaurant.location.lat,restaurant.location.lng,location.lat,location.lng,rating,created,courierArrived,pickedUp,botLoaded,waitingForClient,closed
0,,5bc628d9c5d5c90004e2d2bc,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8670331,-122.2562078,,1551749234206,None,None,None,None,None
1,DavidMedina,5898c93d1094c700044c469e,59b748bf56778d00043665fe,37.867973,-122.258093,37.8728774,-122.2572313,,1551749178907,None,None,None,None,None
2,DavidMedina,5b47a26b1cf0c6000497191f,59b748bf56778d00043665fe,37.867973,-122.258093,37.8728359,-122.2572363,,1551749160806,None,None,None,None,None
3,cristianmaldonado,5bad5a049e839000042634d7,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8659997,-122.2492927,,1551749120647,None,None,None,None,None
4,cristianmaldonado,59ef978d6d5dcf0004ee41ee,5af64b729a5f6700041b7ffc,37.86601,-122.267114,37.8704246,-122.2581175,,1551748997198,None,None,None,None,None
5,DavidMedina,5b47a26b1cf0c6000497191f,5b1b37d7cf915800044bd47d,37.867843,-122.2569095,37.8728481,-122.2572506,,1551748969234,None,None,None,None,None
6,DavidMedina,5898c93d1094c700044c469e,58b894d8448a7a00048a9312,37.867966,-122.257605,37.8726597,-122.2575344,,1551748913549,None,None,None,None,None
7,DavidMedina,5ab58607f599790004a7c44a,58b4712aea014f0004c9a5e6,37.867288,-122.258937,37.8752591,-122.25955209999998,,1551748714880,1551749023878,None,None,None,None
9,dianaleano,5aefafe87fe32000040ab6a2,57f337b847030d0003357669,37.868349,-122.258907,37.8682897,-122.2534652,,1551745962495,1551746459876,1551746532282,1551746559564,1551747295166,1551747723711
10,dianaleano,58b22bb03488f4000402204f,5bc81af17a2ac90004e84b2d,37.8625925,-122.2590371,37.8725575,-122.25399609374998,4.0,1551745622794,1551746745419,1551746823143,1551747165981,1551748295079,1551748573297
11,DianaTests,5c507c0defff890004519fed,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.870019,-122.26861299999999,,1551744350025,None,None,None,None,None
12,dianaleano,5b75eae5b2718000048c9d2f,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.867990999999996,-122.26952360000001,,1551744064539,1551744196186,1551744392374,1551744604955,1551745001971,1551745435965
13,leonardocorrea,5b89771dd646630004e85442,57e0152ff39f2211007a7ce1,37.8684534,-122.2604515,37.8740615,-122.2583052,,1551742425063,1551743265012,1551743305001,1551744344709,1551744599938,1551744949238
14,leonardocorrea,5be275479390c000047b3427,5af4e54efddc930004f0452e,37.868098,-122.2581362,37.874895900000006,-122.2552585,,1551741908868,1551743683162,1551743695267,1551743704487,1551744529478,1551744709577
15,leonardocorrea,5b7b7a79de751400042f8ab9,58ac0a13e6acc80004bd5857,37.870441,-122.2665,37.8759963,-122.2567802,,1551741244941,1551741387610,1551741992364,1551742281878,1551744939211,1551745080911
16,leonardocorrea,5c1ed3de02afa5000400f3c7,57f337b847030d0003357669,37.868349,-122.258907,37.8717114,-122.2539597,5.0,1551740133672,1551743435035,1551743527146,1551743543853,1551744464343,1551744971108
17,leonardocorrea,58e85895e70d7d0004bc41fc,59b748bf56778d00043665fe,37.867973,-122.258093,37.870019,-122.26861299999999,,1551740047606,1551740242503,1551740472004,1551741608572,1551741858631,1551742061569
18,carlos,5ac7de26167bd80004dd271e,576c4616a7a7598173045b24,37.872038,-122.267046,37.8723704,-122.2645543,5.0,1551739734262,1551740935939,1551740942795,1551741241850,1551741875610,1551742353991
19,leonardocorrea,5bc8e6086b53a30004e6b706,59b1d7a17327b6000421f00d,37.867986,-122.257929,37.8680633,-122.2505922,,1551739445364,1551740119225,1551740177147,1551740441274,1551741258377,1551742447343
20,leonardocorrea,5b873ef5a053d7000478dfd2,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8763831,-122.25929889999998,,1551739357015,1551741368565,1551741370990,1551741683082,1551745178878,1551745528272
21,carlos,5c7da4f0dcf93c000365ed57,5af7a9eb02defd00047c28c0,37.8703566,-122.266429,37.8713948,-122.2632527,,1551738511351,1551739266932,1551739857774,1551740396341,1551740660072,1551741766280
22,leonardocorrea,5ab00cfbfc141e000475e83c,59b748bf56778d00043665fe,37.867973,-122.258093,37.864632699999994,-122.25665949999998,5.0,1551738342916,1551740200331,1551740234417,1551740754094,1551740816429,1551741801773
23,leonardocorrea,5b58ef59d084fa000473c15d,5bc81af17a2ac90004e84b2d,37.8625925,-122.2590371,37.8637592,-122.2684175,5.0,1551738107059,1551739493122,1551739603623,1551741340261,1551742771449,1551742949907
24,leonardocorrea,5c501ac2efff890004519fd8,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.863167000000004,-122.26443760000001,,1551737941968,1551739805546,1551739869697,1551741097553,1551741161784,1551741790945
25,leonardocorrea,5b8c57a980eb3f0004fb719b,5ba40c85636b4b0004648f28,37.8672895,-122.2590007,37.87257379999999,-122.260848,,1551737894793,1551738655995,1551738747657,1551739059085,1551739393903,1551739526957
27,leonardocorrea,5ab00cfbfc141e000475e83c,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.864632699999994,-122.25665949999998,5.0,1551736850329,1551737105853,1551737108268,1551738142896,1551738389963,1551740751602
28,leonardocorrea,5ab03c5cfc141e000475e9fa,5af7a9eb02defd00047c28c0,37.8703566,-122.266429,37.8722439,-122.2562718,1.0,1551736827341,1551739251183,1551739850157,1551740323330,1551743241985,1551743269554
29,leonardocorrea,5b877115a053d7000478e01f,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8642305,-122.26357200000001,,1551736697477,1551737089820,1551737097240,1551737817222,1551738437616,1551738513379
30,leonardocorrea,5b877115a053d7000478e01f,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8642305,-122.26357200000001,,1551736674085,1551737058615,1551737066173,1551737803253,1551738447941,1551738517627
31,dianaleano,5bc8e2cf6b53a30004e6b6ac,59b748bf56778d00043665fe,37.867973,-122.258093,37.8709171,-122.2559529,,1551735651125,1551736095716,1551736282344,1551736554691,1551736924258,1551738600742
32,dianaleano,5a320b2d7701b60004ec6aa1,589c1ea76147000004e8f095,37.867629,-122.259662,37.869533700000005,-122.26033260000001,4.0,1551735533103,1551735898061,1551735943639,1551736599129,1551736944773,1551737829250
33,dianaleano,5ac6c1c104bffd000432e005,58b894d8448a7a00048a9312,37.867966,-122.257605,37.872574,-122.26074799999998,5.0,1551734786784,1551735064601,1551735147067,1551735445937,1551735850143,1551736003287
34,danielflorez,5b64c6011e7d790004ef135b,58b4712aea014f0004c9a5e6,37.867288,-122.258937,37.87333110000001,-122.2648877,5.0,1551733405022,1551734186311,1551734243619,1551734570213,1551734839878,1551735884600
35,DavidMedina,5c5cf297f28da8000308934a,57f337b847030d0003357669,37.868349,-122.258907,37.8697747,-122.2660779,,1551732732806,1551733889059,1551733893522,1551733927988,1551734250715,1551734365214
36,DavidMedina,5b8c57a980eb3f0004fb719b,576c4616a7a7598173045b24,37.872038,-122.267046,37.872574,-122.26074799999998,,1551732275217,1551732742152,1551733569712,1551733587276,1551734316985,1551734852023
37,,5b8c57a980eb3f0004fb719b,589bef66de8f980004317df2,,,37.8724434,-122.2609938,5.0,1551732220929,None,None,None,None,1551732248020
38,dianaleano,5c7d87acdcf93c000365ebd7,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.87181770000001,-122.2542613,3.0,1551731400922,1551731851701,1551732119441,1551732536514,1551733709797,1551733882992
39,danielflorez,5c62161d7828fa0003ff2b0a,5a84b885334042000427ba6e,37.8686887,-122.2674695,37.8696741,-122.2593643,,1551731116431,1551731859290,1551732089919,1551732790656,1551732987174,1551733437549
40,dianaleano,5c501ac2efff890004519fd8,59b748bf56778d00043665fe,37.867973,-122.258093,37.8701536,-122.2603856,5.0,1551730646358,1551731536224,1551731602257,1551732543764,1551732670471,1551733002435
41,danielflorez,5bad62d59e839000042634fc,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8657843,-122.25486110000001,,1551730370969,1551731210229,1551731213449,1551732118048,1551732628302,1551732813469
42,danielflorez,5b19b88e81c42700048600b2,589c1ea76147000004e8f095,37.867629,-122.259662,37.8760227,-122.2588207,,1551729621565,1551730229936,1551730397390,1551731104619,1551731606462,1551732712160
43,danielflorez,5c1aa24f749e2500046549e5,5afb3a6881a91a000458fc59,37.8687645,-122.2675439,37.869843599999996,-122.2596451,4.0,1551729443525,1551729697962,1551729967926,1551730935249,1551731439690,1551731543543
44,DavidMedina,5b7c5b78849e46000479bb9c,58ac0a13e6acc80004bd5857,37.870441,-122.2665,37.8664741,-122.2642098,,1551728784677,1551729175348,1551729482827,1551729507619,1551730930477,1551731315294
45,dianaleano,5bb3d063ddefeb0004a81f29,5b7878d0176ef70004b8251e,37.867263,-122.258759,37.87412749999999,-122.25791015624998,,1551728714955,1551729241012,1551730560518,1551730906871,1551731833913,1551733147900
46,danielflorez,5c4fd780efff890004519ef5,589c1ea76147000004e8f095,37.867629,-122.259662,37.8646153,-122.2540596,,1551728327263,1551728961312,1551729104449,1551730676387,1551730832532,1551732067332
47,danielflorez,59d9818b6a47510004da92db,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8637236,-122.25342459999999,,1551727340919,1551727894115,1551727900769,1551728827058,1551729318028,1551729723624
48,danielflorez,57cf029a2d821d00033af729,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8691012,-122.2588477,5.0,1551727160803,1551727879118,1551727891155,1551728451946,1551728622527,1551728737820
49,dianaleano,5ab46d7efd24ea000461a286,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.8747782,-122.2589808,5.0,1551726516715,1551727784535,1551727816107,1551728289436,1551728965598,1551729071512
50,danielflorez,5ba7b032ff3442000475a695,5b08639fcf1a930004a82e22,37.8683129,-122.2581296,37.8682294,-122.2691943,5.0,1551726327973,1551726594437,1551727510076,1551729174572,1551729402761,1551729584965
51,danielflorez,5ac5a4cac7947a00046b1ff7,57f337b847030d0003357669,37.868349,-122.258907,37.8754182,-122.2637843,5.0,1551726272749,1551727693285,1551727975584,1551728161513,1551728924431,1551729034266
52,dianaleano,5bc6a2f621815e0004464795,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8714283,-122.25470120000001,5.0,1551724879652,1551725297679,1551725478169,1551726134978,1551727121482,1551727500881
53,dianaleano,5bc6a2f621815e0004464795,589c1ea76147000004e8f095,37.867629,-122.259662,37.8714283,-122.25470120000001,5.0,1551724844033,1551725824338,1551725968358,1551726124774,1551727126592,1551727496267
55,danielflorez,5c5cf297f28da8000308934a,5b4e69c11d0d690004198c0c,37.8680539,-122.25850259999999,37.868352699999996,-122.2564599,5.0,1551671236535,1551672051160,1551672811311,1551672929822,1551672960026,1551673437503
56,camiestrada,5ba58ca16b0800000435b417,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.8674677,-122.2550088,,1551671074549,1551672822260,1551673383430,1551673754357,1551673769293,1551674096656
57,camiestrada,589bbda1100ca50004796e34,5b787262176ef70004b82367,37.867979,-122.259891,37.8651925,-122.26444140625001,,1551670718979,1551672257753,1551673119791,1551673371789,1551673486516,1551673757757
58,camiestrada,5c15494cd26fc80004eb203b,57f337b847030d0003357669,37.868349,-122.258907,37.8695934,-122.25668649999999,1.0,1551670380644,1551671302689,1551671865244,1551671955351,1551672329970,1551672585586
59,camiestrada,5c61c13f66b33a00038c2fd5,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.8726647,-122.2602505,,1551669979100,1551670949394,1551671280436,1551672180679,1551672242662,1551673431351
60,danielflorez,5aef6b727fe32000040ab67e,58ac92907add3b0004372eea,37.867548,-122.258872,37.8749835,-122.26531120000001,,1551669812674,1551670125354,1551670422067,1551670919630,1551671212985,1551671430603
61,danielflorez,5c50b238c66f5400041a941f,57f337b847030d0003357669,37.868349,-122.258907,37.872574,-122.26074799999998,,1551668644855,1551669225743,1551669815551,1551669946483,1551670342326,1551670543529
62,danielflorez,5bb7f79539370100049259fb,57f337b847030d0003357669,37.868349,-122.258907,37.8745012,-122.25830549999998,1.0,1551667465671,1551667935712,1551667968710,1551670236428,1551670376534,1551670632842
63,danielflorez,5c575da1820a0d000413d105,58e847d0e70d7d0004bc41c5,37.8676254,-122.2581362,37.8675806,-122.2632384,,1551666987514,1551667790929,1551667944954,1551668336528,1551668700070,1551669104272
64,camiestrada,5c1ed3de02afa5000400f3c7,5ba40c85636b4b0004648f28,37.8672895,-122.2590007,37.8747796,-122.267641,,1551666848463,1551667540385,1551667918701,1551669132308,1551669459634,1551669667752
65,danielflorez,5be4cd9942c6920004e8b333,59b748bf56778d00043665fe,37.867973,-122.258093,37.86581249999999,-122.25983984374999,,1551666188725,1551667734680,1551667738656,1551668235460,1551668364484,1551669173867
67,,5c7c89cadcf93c000365df34,589bef66de8f980004317df2,,,37.8720374,-122.2540428,,1551666051548,None,None,None,None,1551666099856
68,camiestrada,5b7c5b78849e46000479bb9c,58865f1713c93900043a62c2,37.872271,-122.268938,37.8664815,-122.2642084,,1551665979541,1551666026906,1551666974701,1551667241371,1551667429021,1551668731274
69,danielflorez,5bda8486e509160004383b5d,5c6355bac999140003bcf93b,37.865306,-122.258167,37.8617272,-122.26514039999999,,1551664814982,1551666903294,1551666969704,1551667153934,1551667292487,1551667426196
70,camiestrada,5c5f7e479b318100034fb737,58a6615b4432ee00048187d3,37.872342,-122.268696,37.8673886,-122.2534186,5.0,1551664756860,1551665345802,1551666663829,1551667450225,1551667576439,1551667725053
71,danielflorez,5bc97dd16b53a30004e6ba1c,59b748bf56778d00043665fe,37.867973,-122.258093,37.8640894,-122.26135649999999,2.0,1551664398797,1551665663274,1551665679323,1551667096066,1551667281126,1551667413233
72,danielflorez,5b9c8222ef405a000496cca9,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.865852499999995,-122.25455859375,5.0,1551664323843,1551665219792,1551665275709,1551666752747,1551666968803,1551667119054
73,danielflorez,5b873ef5a053d7000478dfd2,58e857f4e70d7d0004bc41fb,37.8671,-122.258745,37.8763831,-122.25929889999998,5.0,1551663549203,1551664334574,1551664345640,1551665213363,1551665269235,1551665431228
74,danielflorez,5ba7b032ff3442000475a695,5c6355bac999140003bcf93b,37.865306,-122.258167,37.8682193,-122.2692185,5.0,1551663075356,1551663597740,1551664066334,1551664654492,1551664771043,1551664948423
75,,5ba7b032ff3442000475a695,589bef66de8f980004317df2,,,37.8684715,-122.26763129999999,5.0,1551662820039,None,None,None,None,1551662897999
76,camiestrada,5ba1a8edef75350004331f68,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.871547499999984,-122.25411328124997,5.0,1551662741435,1551663398621,1551663405920,1551663411086,1551663826750,1551664444689
77,danielflorez,5ad03958a6f0580004f12118,57e0152ff39f2211007a7ce1,37.8684534,-122.2604515,37.872574,-122.26074799999998,4.0,1551662363096,1551662722064,1551663144389,1551663303644,1551663648610,1551663916310
78,camiestrada,5b9ea2b18d33c60004d6e8fc,59b748bf56778d00043665fe,37.867973,-122.258093,37.8664105,-122.2506733,5.0,1551662265233,1551662643316,1551663069779,1551663282657,1551663959148,1551664002268
79,danielflorez,5ad03958a6f0580004f12118,57e0152ff39f2211007a7ce1,37.8684534,-122.2604515,37.872574,-122.26074799999998,,1551661829737,1551662744644,1551662823436,1551662956035,1551663654326,1551663926818
80,danielflorez,5b873ef5a053d7000478dfd2,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8763831,-122.25929889999998,5.0,1551661503647,1551661676018,1551661694279,1551662490266,1551662980399,1551663163012
81,danielflorez,59ef978d6d5dcf0004ee41ee,59b748bf56778d00043665fe,37.867973,-122.258093,37.873819399999995,-122.2564463,5.0,1551661331641,1551662106139,1551662125918,1551662345102,1551663521627,1551663694831
82,camiestrada,5b7f3eec4753ff00044326f2,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.86385709999999,-122.25402280000002,,1551661231258,1551661509325,1551661518119,1551662616076,1551662660080,1551662809448
83,camiestrada,5aff2027aec1a4000480fe5c,576c4616a7a7598173045b28,37.869751,-122.26619,37.87090249999998,-122.25904296875,,1551661193072,1551662067345,1551662073386,1551662270971,1551662525752,1551662621135
84,camiestrada,5b7f3eec4753ff00044326f2,57f337b847030d0003357669,37.868349,-122.258907,37.86385709999999,-122.25402280000002,5.0,1551659908722,1551660071564,1551660444610,1551660872206,1551661015013,1551661265343
86,camiestrada,5c088af27dfa4600043c91b8,5b787262176ef70004b82367,37.867979,-122.259891,37.8722997,-122.25454359999999,5.0,1551655834770,1551656848225,1551656858733,1551657110234,1551657355615,1551657827602
87,camiestrada,5a32f43512e94b00045da95f,5ba540b5636b4b000464bf57,37.86781,-122.258077,37.8775999,-122.2631104,,1551655470772,1551655758240,1551655816190,1551656480155,1551657296375,1551658562502
89,camiestrada,5c7c5d55ada19500033622a4,5ba540b5636b4b000464bf57,37.86781,-122.258077,37.8720441,-122.2579568,5.0,1551654723446,1551655550289,1551655554162,1551656552020,1551657225415,1551657301265
90,camiestrada,5ba15476e3cb5b00045de49c,5ba40c85636b4b0004648f28,37.8672895,-122.2590007,37.873967499999985,-122.25812890625001,5.0,1551654233979,1551655534848,1551655537966,1551656221592,1551657111402,1551657202333
91,camiestrada,5bccec52d464f20004fac98d,5b4e69c11d0d690004198c0c,37.8680539,-122.25850259999999,37.86622049999999,-122.25484159999999,5.0,1551653358519,1551655566088,1551655571906,1551656013132,1551656335895,1551657354485
92,daniel,5b877115a053d7000478e01f,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8642305,-122.26357200000001,5.0,1551652914784,1551653557892,1551653578728,1551654957972,1551654968560,1551655967750
93,daniel,5c62161d7828fa0003ff2b0a,57f337b847030d0003357669,37.868349,-122.258907,37.8713136,-122.2591478,1.0,1551652900393,1551653376162,1551654118868,1551654213076,1551655379781,1551655687396
94,danielflorez,5c7c5512ada195000336228c,57f337b847030d0003357669,37.868349,-122.258907,37.871465,-122.25344500000001,,1551652530416,1551652649663,1551653460671,1551653848906,1551654205798,1551655197597
95,danielflorez,5c5d2c88f28da800030894cd,58b894d8448a7a00048a9312,37.867966,-122.257605,37.8661227,-122.25176689999999,,1551651737148,1551651989753,1551652400679,1551653097590,1551653787677,1551653864442
96,danielflorez,5b5406aade1fd2000415bc85,57f337b847030d0003357669,37.868349,-122.258907,37.8721542,-122.2578586,,1551651609879,1551651995823,1551653456276,1551653604448,1551654052902,1551654353134
97,danielflorez,5bb18e81c6bde8000495e492,576c4616a7a7598173045b24,37.872038,-122.267046,37.868463899999995,-122.25098480000001,,1551649482627,1551650916079,1551650955589,1551651557161,1551651967279,1551652179078
98,danielflorez,5b9f29806403fb000432af46,5af4e54efddc930004f0452e,37.868098,-122.2581362,37.867124499999996,-122.26034670000001,,1551649399620,1551649612414,1551650586720,1551650669710,1551651238882,1551651741763
99,danielflorez,5b9adc95bb25f800049a8f13,59b748bf56778d00043665fe,37.867973,-122.258093,37.8725694,-122.2603494,,1551649246806,1551649606755,1551649714894,1551650331674,1551650967853,1551651290046
100,danielflorez,5c7c2fddada1950003362238,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.871558,-122.2537809,5.0,1551649091696,1551649864628,1551649890309,1551650134120,1551651202328,1551651422804
101,JeimyMedina,5b873ef5a053d7000478dfd2,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8763831,-122.25929889999998,,1551647954336,1551650183443,1551650185547,1551650807070,1551650904670,1551650967990
102,JeimyMedina,5ba1a8edef75350004331f68,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.87128749999999,-122.25438671875001,5.0,1551647311569,1551649163286,1551649278700,1551649475847,1551650799138,1551651417784
103,dianaleano,5aefafe87fe32000040ab6a2,57f337b847030d0003357669,37.868349,-122.258907,37.8683141,-122.2534632,,1551647043943,1551647812188,1551648014960,1551648034697,1551649601501,1551649704364
104,JeimyMedina,5bcb9077b75b4f00041a3f74,59ae4dd7681ad00004fb2db4,37.865645,-122.258901,37.874473,-122.26772899999997,2.0,1551647004105,1551647599476,1551647810524,1551649719511,1551650344028,1551650728904
105,dianaleano,5c54a09af5d4c2000481005b,57f337b847030d0003357669,37.868349,-122.258907,37.872574,-122.26074799999998,,1551645995037,1551647794695,1551647895185,1551648183947,1551648579266,1551648740537
106,dianaleano,5be2632a9390c000047b33e0,59b748bf56778d00043665fe,37.867973,-122.258093,37.8756503,-122.2566681,,1551645745195,1551646018132,1551646439312,1551648420166,1551648934283,1551649056347
107,dianaleano,5b7b8503de751400042f8b15,58b894d8448a7a00048a9312,37.867966,-122.257605,37.861655999999996,-122.26766370000001,,1551645459017,1551646444887,1551647178778,1551647487905,1551648755370,1551649035562
108,danielflorez,5bf10a6bab83980004de270e,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.864417499999995,-122.25659765625,5.0,1551645336315,1551647178303,1551647184176,1551647619390,1551647997604,1551648293422
109,dianaleano,5c7b6177ada195000336221b,59b19f296d3d840004daf64a,37.868025,-122.259148,37.8701162,-122.2593143,,1551644463392,1551645400628,1551645495228,1551645675483,1551645718326,1551645742079
110,JeimyMedina,589bbda1100ca50004796e34,57f337b847030d0003357669,37.868349,-122.258907,37.8651775,-122.26447265625,5.0,1551644336081,1551645711558,1551645833736,1551646131956,1551646980932,1551647197288
111,JeimyMedina,5c3eb07b82f533000441ecdb,5b4d0edceea9690004e4c2f1,37.870724,-122.268411,37.8766025,-122.26640234375003,,1551644139311,1551645481980,1551649989514,1551650532102,1551651225701,1551651335374
112,danielflorez,5b9ea2b18d33c60004d6e8fc,5afb3a6881a91a000458fc59,37.8687645,-122.2675439,37.8664084,-122.2506623,,1551643832237,1551644622118,1551645039555,1551647606378,1551648812351,1551649027761
113,dianaleano,5ac5a4cac7947a00046b1ff7,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.8754462,-122.2637635,5.0,1551642159001,1551642591074,1551642617391,1551642873660,1551644977091,1551645061436
114,danielflorez,5b873ef5a053d7000478dfd2,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8763831,-122.25929889999998,5.0,1551641663678,1551641867136,1551642405623,1551643591163,1551644636395,1551645675802
116,dianaleano,5ba7b032ff3442000475a695,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.8682286,-122.2691896,5.0,1551639920130,1551641125521,1551641164257,1551642205343,1551642716488,1551642914214
117,carlos,5ba4581a636b4b000464b2a5,5be1f7219390c000047b2fab,37.867793,-122.270188,37.866898400000004,-122.2510051,5.0,1551582656868,1551584904357,1551585863393,1551586531695,1551586661026,1551587265979
118,david,5c01ef0fa6846b000472b673,58e857f4e70d7d0004bc41fb,37.8671,-122.258745,37.870019,-122.26861299999999,5.0,1551582468171,1551583709652,1551583808777,1551583814707,None,1551586042026
119,david,5c671764a42f0c0003e6dbc3,59b1d7a17327b6000421f00d,37.867986,-122.257929,37.870019,-122.26861299999999,5.0,1551582185564,1551583320554,1551583724407,1551584584385,1551584742917,1551584879371
120,carlos,5ad07d3da6f0580004f12132,58a6615b4432ee00048187d3,37.872342,-122.268696,37.8726144,-122.2603035,,1551581937698,1551582342393,1551582807630,1551584336209,1551584584258,1551584689634
121,david,589bbda1100ca50004796e34,5af4e54efddc930004f0452e,37.868098,-122.2581362,37.86517249999999,-122.26446484374998,5.0,1551581929916,1551583250370,1551583258156,1551584285228,1551585084936,1551585322692
122,carlos,5b9ee6f0aecc810004951ae8,59ae4dd7681ad00004fb2db4,37.865645,-122.258901,37.86622049999999,-122.25484159999999,2.0,1551581707386,1551584917599,1551585554961,1551586292910,1551586372990,1551586514301
123,david,5b9461351c0fb00004f98b8a,5af4e54efddc930004f0452e,37.868098,-122.2581362,37.87043250000001,-122.26933220000001,,1551581479405,1551583235777,1551583244160,1551584522899,1551584775111,1551585080941
124,david,5b74d093b2718000048c9c91,5b08639fcf1a930004a82e22,37.8683129,-122.2581296,37.874114999999996,-122.25545159999999,3.0,1551580781208,1551583228005,1551583233288,1551585229715,1551585785670,1551585966037
125,carlos,5a5bf4c61f02f200040842c7,5af5e23cfddc930004f04612,37.8721269,-122.2700787,37.8632875,-122.26444140625001,2.0,1551579527365,1551582332215,1551582451191,1551583307606,None,1551583885471
126,carlos,5b7f3eec4753ff00044326f2,59ae4dd7681ad00004fb2db4,37.865645,-122.258901,37.8640787,-122.25408929999998,5.0,1551579405396,1551581249315,1551581357741,1551581661199,1551581884624,1551582153309
127,carlos,5a70333c4914f800040e6568,5af5e4f3fddc930004f04626,37.8702712,-122.2672541,37.8659635,-122.2533343,5.0,1551578421082,1551579418716,1551579539145,1551580801672,1551581195723,1551581412819
129,carlos,5b87966fa053d7000478e032,5c6ece5fd1e804000336d657,37.872038,-122.267046,37.874757499999994,-122.26825390625001,,1551577857551,1551579769593,1551579781160,1551579996333,1551580268435,1551580928315
130,DavidMedina,5b9c8222ef405a000496cca9,57f337b847030d0003357669,37.868349,-122.258907,37.8658625,-122.25455859375,5.0,1551577310378,1551578031077,1551578055887,1551578283506,1551579398942,1551579641864
131,david,5c5d1242f28da80003089499,5af64b729a5f6700041b7ffc,37.86601,-122.267114,37.866392499999996,-122.25062109375,,1551577300724,1551581035445,1551582494761,1551582534283,1551582687942,1551582813957
132,david,5bef371119ade60004ac68e6,58a6615b4432ee00048187d3,37.872342,-122.268696,37.8726393,-122.2540217,,1551576956841,1551579425494,1551579499574,1551580698468,1551581522729,1551581652312
133,david,5b5bd805c488c60004622271,5af7a9eb02defd00047c28c0,37.8703566,-122.266429,37.871446,-122.25448000000002,,1551576328643,1551578793189,1551578923178,1551580407830,1551580564731,1551580945406
134,DavidMedina,5b7b7a79de751400042f8ab9,57f337b847030d0003357669,37.868349,-122.258907,37.875919,-122.256621,5.0,1551576288598,1551578021275,1551578063177,1551578440135,1551578990091,1551579075221
135,DavidMedina,5b7f3eec4753ff00044326f2,5c6ece5fd1e804000336d657,37.872038,-122.267046,37.86385709999999,-122.25402280000002,5.0,1551575561586,1551576208959,1551576269684,1551577796226,1551578439143,1551578603776
136,DavidMedina,5b6a4779f949640004cde5b8,5af5e4f3fddc930004f04626,37.8702712,-122.2672541,37.87634440000001,-122.2661863,,1551575323612,1551575913903,1551576207664,1551577124935,1551578331895,1551578579041
137,cristianmaldonado,5c0edcc988068b0004109570,59ae4dd7681ad00004fb2db4,37.865645,-122.258901,37.86750249999999,-122.26058984375001,5.0,1551574130887,1551574645093,1551574817834,1551575041866,1551575626384,1551575798264
138,cristianmaldonado,59c9b0ca6501d2000474b9df,5af4eef4fddc930004f04568,37.8655067,-122.2583655,37.873061899999996,-122.26998539999998,,1551573986059,1551574557674,1551574569681,1551575395282,1551576125791,1551577088154
139,cristianmaldonado,5ba1a8edef75350004331f68,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.871292499999996,-122.25439453124999,5.0,1551573954839,1551574062233,1551574073644,1551574229263,1551575290642,1551575404976
140,DavidMedina,5af25a52f4ef8a0004db4092,5c6355bac999140003bcf93b,37.865306,-122.258167,37.86193250000001,-122.26411328125002,5.0,1551571596126,1551572773288,1551573252728,1551573450475,1551573889621,1551573965294
141,DavidMedina,5ac5a4cac7947a00046b1ff7,5ba40c85636b4b0004648f28,37.8672895,-122.2590007,37.8754113,-122.2637652,5.0,1551571440763,1551573681561,1551573723611,1551574029794,1551574176585,1551574282296
142,cristianmaldonado,5c476b9c7d76160004a475f5,5aabf6e84ef649000430bbb7,37.870027,-122.268592,37.8756166,-122.2567314,,1551571380525,1551571630817,1551571768283,1551573280040,1551574696579,1551574751212
143,cristianmaldonado,5c476b9c7d76160004a475f5,589c1ea76147000004e8f095,37.867629,-122.259662,37.8756079,-122.2567663,,1551571293066,1551572868886,1551572932629,1551573224402,1551574707213,1551574763467
